"CountName","Date","State","Lat","Lng","ScientificName","NumSeen","Parties","Party_Hours"
"HastingsReservationCA",2015-06-06,"CA",36.336,-121.4993,"Danaus plexippus",23,"3",17
"HastingsReservationCA",2017-06-10,"CA",36.336,-121.4993,"Danaus plexippus",2,"3",20.5
"HighLineCanalCO",1977-07-17,"CO",39.7243,-104.8472,"Danaus plexippus",5,"2",5
"HighLineCanalCO",1978-07-11,"CO",39.7243,-104.8472,"Danaus plexippus",19,"3",14
"HighLineCanalCO",1979-07-12,"CO",39.7243,-104.8472,"Danaus plexippus",20,"2",12
"HighLineCanalCO",1980-07-21,"CO",39.7243,-104.8472,"Danaus plexippus",2,"1",3
"HighLineCanalCO",1981-07-15,"CO",39.7243,-104.8472,"Danaus plexippus",21,"2",10
"HighLineCanalCO",1982-08-09,"CO",39.7243,-104.8472,"Danaus plexippus",5,"2",12
"HighLineCanalCO",1983-07-12,"CO",39.7243,-104.8472,"Danaus plexippus",4,"2",8
"HighLineCanalCO",1984-07-12,"CO",39.7243,-104.8472,"Danaus plexippus",10,"2",5
"HighLineCanalCO",1985-07-14,"CO",39.7243,-104.8472,"Danaus plexippus",9,"2",6.2
"HighLineCanalCO",1987-07-13,"CO",39.7243,-104.8472,"Danaus plexippus",11,"1",8
"HighLineCanalCO",1988-06-30,"CO",39.7243,-104.8472,"Danaus plexippus",2,"2",8.5
"HighLineCanalCO",1989-07-08,"CO",39.7243,-104.8472,"Danaus plexippus",12,"2",8
"HighLineCanalCO",1990-07-07,"CO",39.7243,-104.8472,"Danaus plexippus",35,"2",8
"HighLineCanalCO",1991-07-06,"CO",39.7243,-104.8472,"Danaus plexippus",10,"2",13
"HighLineCanalCO",1992-07-12,"CO",39.7243,-104.8472,"Danaus plexippus",12,"2",7.5
"HighLineCanalCO",1994-06-23,"CO",39.7243,-104.8472,"Danaus plexippus",2,"3",14
"HighLineCanalCO",1995-07-08,"CO",39.7243,-104.8472,"Danaus plexippus",7,"3",9
"HighLineCanalCO",1997-07-05,"CO",39.7243,-104.8472,"Danaus plexippus",12,"unk",6.5
"HighLineCanalCO",1998-07-14,"CO",39.7243,-104.8472,"Danaus plexippus",9,"2",7.5
"HighLineCanalCO",1999-07-12,"CO",39.7243,-104.8472,"Danaus plexippus",3,"2",8
"HighLineCanalCO",2000-07-05,"CO",39.7243,-104.8472,"Danaus plexippus",3,"2",6
"HighLineCanalCO",2001-07-02,"CO",39.7243,-104.8472,"Danaus plexippus",4,"2",10.5
"HighLineCanalCO",2002-07-06,"CO",39.7243,-104.8472,"Danaus plexippus",2,"1",5.5
"HighLineCanalCO",2004-07-11,"CO",39.7243,-104.8472,"Danaus plexippus",4,"1",4
"HighLineCanalCO",2007-07-03,"CO",39.7243,-104.8472,"Danaus plexippus",3,"2",8
"HighLineCanalCO",2008-07-23,"CO",39.7243,-104.8472,"Danaus plexippus",1,"2",4
"JoshuaTreeCA",1998-05-02,"CA",34.0167,-116.1667,"Danaus plexippus",3,"3",17
"JoshuaTreeCA",2004-05-01,"CA",34.0167,-116.1667,"Danaus plexippus",17,"4",29.8
"JoshuaTreeCA",2005-04-30,"CA",34.0167,-116.1667,"Danaus plexippus",1,"3",19.8
"JoshuaTreeCA",2008-04-26,"CA",34.0167,-116.1667,"Danaus plexippus",1,"4",22
"JoshuaTreeCA",2011-05-07,"CA",34.0167,-116.1667,"Danaus plexippus",3,"4",28
"JoshuaTreeCA",2012-04-28,"CA",34.0167,-116.1667,"Danaus plexippus",1,"3",18
"JoshuaTreeCA",2014-10-13,"CA",34.0167,-116.1667,"Danaus plexippus",2,"4",28
"JoshuaTreeCA",2015-10-04,"CA",34.0167,-116.1667,"Danaus plexippus",1,"4",24
"JoshuaTreeCA",2016-10-09,"CA",34.0167,-116.1667,"Danaus plexippus",17,"5",34.5
"JoshuaTreeCA",2017-04-23,"CA",34.0167,-116.1667,"Danaus plexippus",3,"4",29.5
"JoshuaTreeCA",2017-10-07,"CA",34.0167,-116.1667,"Danaus plexippus",7,"4",27.5
"KeblerPassEricksonSpringsCO",1980-07-31,"CO",38.88,-107.21,"Danaus plexippus",1,"1",5.5
"KernRiverValleyCA",1981-07-11,"CA",35.73,-118.53,"Danaus plexippus",50,"1",10
"KernRiverValleyCA",1983-05-14,"CA",35.73,-118.53,"Danaus plexippus",6,"2",16
"KernRiverValleyCA",1985-06-08,"CA",35.73,-118.53,"Danaus plexippus",11,"3",21
"KernvilleCA",1996-06-30,"CA",35.76,-118.62,"Danaus plexippus",3,"4",25.5
"LandsEndRoadCO",2000-06-12,"CO",39,-108.23,"Danaus plexippus",1,"1",4.5
